Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary
14-02-2011,00:00:00,"Manaus, Brazil",Hewa Bora Airways,0,,Let L-410 UVPE-20,0,0,14,12,2,14,12,2,0,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured."
21-03-2011,00:00:00,"Off Kaimana, Indonesia",Angara Airlines,0,,Antonov 12BP,0,0,9,5,4,9,5,4,14,"The civilian cargo plane crashed and burned shortly after taking off from runway 03 at Bagram Air Base. The plane was carrying 5 armored vehicles. The airline's cargo operations manual did not explain how to account for the orientation of the tiedown straps when calculating how many were needed, and the inexperienced and uncertified loadmaster used too few straps. When the plane began climbing, the rearmost vehicle, weighing 28,000 pounds, broke free and smashed into the tail, severing two hydraulic  systems and the elevator jackscrew, leaving the plane uncontrollable."
04-04-2011,00:00:00,"Near Prahuaniyeu, Argentina",NOAR Linhas Aéreas,0,,Canadair CL-600 CRJ-100ER,0,0,33,29,4,32,28,4,0,"The air ambulance helicopter crashed 0.7 miles from its departure point. The pilot, copilot and two paramedics were killed. The helicopter was headed to Attawapiskat to pick up a patient."
19-04-2011,00:00:00,"Petrozavodsk, Russia",Military - Royal Moroccan Air Force,0,,"	Mil Mi-172",0,0,23,0,0,18,0,0,0,Crashed during flood relief operations. The passengers were from paramilitary forces.
21-04-2011,00:00:00,"Near Bagram Air Base, Afghanistan",Asiana Airlines,0,,Embraer/Piper EMB-810C Seneca,0,0,7,6,1,7,6,1,0,"The aircraft crash landed short of the runway while on approach to runway 28L at San Francisco International Airport. The tail section, landing gear, and both engines separated from the fuselage and a fire erupted. Debris was scattered from the ocean front to the runway to where the aircraft came to rest. The plane's voice and flight data recorders show that the aircraft was coming in too slow and too low and that the pilots appear to have increased speed seven seconds before impact. A stall warning sounded four seconds before the crash, and the crew then made an internal decision ""to initiate a go-around 1.5 seconds to impact.Two passengers were killed and 182 injured. One passenger was run over by one of the emergency vehicles. The crew's failure to monitor and maintain the plane's airspeed, and its failure to abort the landing when in trouble. The pilot and co-pilot reasonably believed the automatic throttle would keep the plane flying fast enough to land safely, when in fact the auto throttle was effectively shut off after the pilot idled it to correct an unexplained climb earlier in the landing. The flight crew over-relied on automated systems that they did not fully understand."
05-07-2011,00:00:00,"Kisangani, Congo",Military - U.S. Army,0,,Xian MA-60,0,0,27,21,6,27,21,6,0,"As soon as the plane took off speed began to decline until the plane stalled and crashed.  The probable cause of the crash was the operatorâ€™s failure to account for about 420 additional pounds of unspecified cargo, which led to loading and operating the de Havilland DHC3 Otter outside its weight and center-of-gravity limits leading to an aerodynamic stall."
18-05-2011,00:00:00,"Near Strezhevoy, Russia",Avis Amur,0,,Saab 340A,0,0,22,19,3,22,19,3,0,The cargo plane crashed on the runway and caught fire while attempting to land at Mofadisu International Airport.
20-06-2011,00:00:00,"Recife, Brazil",First Air,0,,Tupolev Tu-134,0,0,52,43,9,47,39,8,0,"The cargo plane was on approach when it struck trees, crashed and burst into flames. The flight crewâ€™s failure to properly configure and verify the flight management computer for the profile approach. The captainâ€™s failure to communicate his intentions to the first officer once it became apparent the vertical profile was not captured."
07-06-2011,00:00:00,"Near Guelmim, Morocco",LifeNet,0,,Ilyushin76TD,0,0,9,0,9,9,0,9,0,"The chartered plane crashed minutes after taking off from Murtala Muhammad International Airport.The aircraft lost height, after departing runwal 18L, impacted trees, a brick wall and caught fire. The decision of the crew to continue the take-off despite the abnormal No. 2 Propeller rpm indication. Low altitude stall as a result of low thrust at start of roll for take-off from No. 2 engine caused by an undetermined malfunction of the propeller control unit."
07-08-2011,00:00:00,"Off Jeju, South Korean",Chilean Air Force,0,,Boeing B-727-100,0,0,115,108,7,77,72,5,0,"While attempting to land, the Twin Otter struck a house located to the right of runway 22. The nose section was destroyed and the right wing broke off. The co-pilot and one passenger were killed. Procedural errors by the captain."
07-11-2011,00:00:00,"Tangi Valley, Afghanistan",Aerocon,0,,Antonov An-24RV,0,0,37,33,4,7,7,0,0,"The aircraft crashed into the Mekong River 5 miles from Paskse, while on approach to land and after attempting a go-around. The fuselage broke in two and sank into the river. The weather was poor at the time of the accident, with the tail end of Hurricane Nari affecting the area.  A sudden change in weather conditions and the flight crew's failure to properly execute procedure have been identified as the probable causes of the crash. The flight crew's minima of 600 feet was lower than the published minima of 990 feet and the incorrect height of 645 feet as published in the JEPPESEN Chart at that time.After aborting the aircraft's approach at an altitude of around 595 feet, the flight crew executed a right turn instead of a nominal climb as dictated by the airport's VOR/DME missed approach procedure."
13-07-2011,00:00:00,"Near Omsukchan, Russia",YAK Service,0,,Let L-401UVP-20,0,0,16,14,2,16,14,2,0,"While landing in heavy rain, the aircraft veered off the runway, caught fire after hitting some brush and came to rest inverted."
26-07-2011,00:00:00,"Resolute Bay, Nunavut, Canada",Military - FANA Forca Aerea Nacional Angolana,0,,Lockheed C-130 Hercule,0,0,80,71,9,80,71,9,0,"After losing power, the helicopter crashed into dense jungle and burst into flames. It was carrying construction materials, 8 military personnel and 13 civilian construction workers. Two military personnel and 6 passengers survived."
28-07-2011,00:00:00,"Mosby, Missouri",Private - Aero Trans Corp,0,,Boeing B-747-48EF,0,0,2,0,2,2,0,2,0,"The aircraft was on approach to runway 26, in light snow, when it crashed and burned in the surrounding forest. Three of the five passengers and the two pilots were killed.  A first-stage turbine wheel blade in the left engine failed due to a combination of metallurgical issues and stator vane burn-through."
08-06-2011,00:00:00,"Juan Fernandez Island, Chile",Arctic Sunwest Charters,0,,Boeing CH-47 Chinook,0,0,38,0,0,38,0,0,0,"The airliner went into a nearly vertical dive and crashed onto the runway and disintegrated, after attempting to land a second time. The aircraft hit the runway and burst into flames. The pilot in command, in executing a go-around, apparently placed the plane in an excessive nose high attitude, stalling the plane. Inexperienced crew, poor flight safety standards at the Tatarstan air company and lack of proper control over crew training."
08-09-2011,00:00:00,"Near Trinidad, Bolivia",Buddha Air,0,,Antonov 12,0,0,11,2,9,11,2,9,0,The police helicopter crashed into the roof of the Clutha Pub in central Glasgow killing at least 5 patrons along with 3 aboard he helicopter. The helicopter was carrying a civilian pilot and two Strathclyde police officers.
20-08-2011,00:00:00,"Yaroslavl, Russia",Nusantara Buana Air,0,,Boeing B-737-210C(A) Combi,0,0,15,11,4,12,8,4,0,"The airliner crashed into Bwabwata National Park while en route to Luanda. The plane was found completely burned out with no survivors. The plane went missing in bad weather and poor visibility. The inputs to the auto flight systems by the person believed to be the Captain, who remained alone on the flight deck when the person believed to be the co-pilot requested to go to the lavatory, caused the aircraft to departure from cruise flight to a sustained controlled descent and subsequent collision with the terrain."
26-08-2011,00:00:00,"Huambo, Angola",Airline PNG,0,,Eurocopter AS350B2,0,0,4,3,1,4,3,1,0,"While performing an ambulance flight, the aircraft crashed under unknown circumstances in a wooded area killing 3 passengers and 2 pilots."
09-02-2011,00:00:00,"Reno, Nevada",Northern Thunderbird Air Inc.,0,,CASA C-212 Aviocar 300DF,0,0,21,17,4,21,17,4,0,"The cargo plane, carrying spare parts, crashed into a military army arsenal at Ikustsk-2 Airport while attempting to land. The crew of 6 and 3 technicians were all killed."
09-06-2011,00:00:00,"Yellowknife, Northwest Territories, Canada",Blue Hawaiian Helicopter,0,,Swearingen SA-227BC Metroliner III,0,0,9,7,2,8,6,2,0,The air ambulance left Bucharest with a medical team to obtain transplant organs. After experiencing problems with the engines the pilot attempted to make an emergency landing but crashed on a hillside in deep snow. All aboard initially survived but the pilot and a medical student died before the rescue party reached the aircraft.
09-07-2011,00:00:00,"Near Kathmandu, Nepal",Fuerza Aerea Mexicana,0,,Yakovlev 42D,0,0,45,37,8,44,37,7,0,The military transport crashed into a mountainous region approximaely 30 miles southeast of Constatine Airport. Unfavorable weather conditions and storms accompanied by snow were reported in the area. The aircraft was too low on approach and hit the slope of mount Djebel Ta Fertas.
14-09-2011,00:00:00,"Near Bohorok, Indonesia",Sundance Helicopters Inc.,0,,Embraer 120ER Brasilia,0,0,36,34,2,30,30,0,0,"The passenger plane crashed into a snow covered mountain and burst into flames while en route from Pokhara to Jamia. Weather was poor at the time of the accident. The PIC lost situation awareness while cruising in IMC, causing the aircraft to collide with terrain."
16-09-2011,00:00:00,"Near Madang, Papua New Guinea",TRACEP Congo Aviation,0,,North American P-51D-15-NA Mustang,0,0,1,0,1,1,0,1,10,"The aircraft, carrying a medical team with three patients, was destroyed when it crashed in a field, 20 miles from Tunis-Carthage Airport. The pilot reported an engine on fire prior to the accident."
22-09-2011,00:00:00,"Vancouver, BC, Canada",Jet One Express,0,,De Havilland Canada DHC-6-300 Twin Otter,0,0,9,7,2,2,0,2,0,Radar contact was lost with the aircraft 2 hours into the flight at 0240. All indications are that the aircraft changed direction from its flight path and crashed in a remote part of the Indian Ocean southwest of Perth Australia. It is assumed all 227 passengers and crew of 12 perished.
25-09-2011,00:00:00,"NearKilohana, Molokai, Hawaii",Military - Turkish Army (NATO),0,,Beechcraft 1900D,0,0,19,16,3,19,16,3,0,The news helicopter crashed and burst into flames shortl after taking off striking three vehicles. One person in one of the vehicles was badly burned. The helicopter Photojournalist Bill Strothman and the pilot were both killed.
29-09-2011,00:00:00,"Near Santa Catarina Atoyzingo, Mexico",UTAir,0,,CASA NC-212 Aviocar 200,0,0,18,14,4,18,14,4,0,"While on approach, in fog, the jet crashed into an park about half-a-mile north of Saltillo-Plan de Guadalupe International Airport."
